title,id,file_description,unit,year,tag,file_key,file_size,file_checksum,file_link
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2017 by quarter,15052218,Hourly emissions for 2017 in Q4,hourly,2017,Q4,emissions-hourly-2017-q4.csv,2021666549,md5:8c9ecb015e2bf733a5d914e44d72af93,https://zenodo.org/api/records/15052218/files/emissions-hourly-2017-q4.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2017 by quarter,15052218,Hourly emissions for 2017 in Q3,hourly,2017,Q3,emissions-hourly-2017-q3.csv,2213092805,md5:066af9ffa5151e5823656df62df7fa3e,https://zenodo.org/api/records/15052218/files/emissions-hourly-2017-q3.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2017 by quarter,15052218,Hourly emissions for 2017 in Q2,hourly,2017,Q2,emissions-hourly-2017-q2.csv,2113317029,md5:ad59c9afd46420c5b74b9922ad3a287e,https://zenodo.org/api/records/15052218/files/emissions-hourly-2017-q2.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2017 by quarter,15052218,Hourly emissions for 2017 in Q1,hourly,2017,Q1,emissions-hourly-2017-q1.csv,1969432650,md5:1c0d832d3acaaf42814d5a1d47ba2fd3,https://zenodo.org/api/records/15052218/files/emissions-hourly-2017-q1.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in OK,daily,2015,OK,emissions-daily-2015-ok.csv,5523795,md5:9b8e319b3243772097a4e2c565fd6ebd,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ok.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in SC,daily,2015,SC,emissions-daily-2015-sc.csv,5793500,md5:d7b8c3089b5683c2ab2c24c86b474254,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-sc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in ID,daily,2015,ID,emissions-daily-2015-id.csv,505392,md5:4840119d94ade30821750b6e69415330,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-id.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in CO,daily,2015,CO,emissions-daily-2015-co.csv,5066674,md5:035d0a6b550e234a5ebecabbf243b734,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-co.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in SD,daily,2015,SD,emissions-daily-2015-sd.csv,688412,md5:a8c0c6bec75b15b2fc1facabdd7870a1,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-sd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in OR,daily,2015,OR,emissions-daily-2015-or.csv,1006786,md5:390e4304d8cd9976ce8d462db643082b,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-or.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NY,daily,2015,NY,emissions-daily-2015-ny.csv,19655297,md5:c1c09c9afd2f132c64761ce5df361a47,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ny.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MI,daily,2015,MI,emissions-daily-2015-mi.csv,10921871,md5:b90cbe7a72326e3f0d8dfb65eb161389,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-mi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in ME,daily,2015,ME,emissions-daily-2015-me.csv,878113,md5:49e9212415a5ad43fabe031cde7bf167,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-me.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in AZ,daily,2015,AZ,emissions-daily-2015-az.csv,6388858,md5:02bebab10433c9705c1975dce46ed1ee,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-az.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in AL,daily,2015,AL,emissions-daily-2015-al.csv,8918602,md5:737d5608e9dfa554d2b79b0fa646a5df,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-al.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in WV,daily,2015,WV,emissions-daily-2015-wv.csv,4911722,md5:0c449da4299ea59ddfcdbfbeb2bb48ce,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-wv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in WI,daily,2015,WI,emissions-daily-2015-wi.csv,8286017,md5:d12fe0e9b76de7a4e60379322502e3ac,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-wi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in WA,daily,2015,WA,emissions-daily-2015-wa.csv,1309595,md5:a713960279db1f2dad3ab460b25ab3b5,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-wa.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in CA,daily,2015,CA,emissions-daily-2015-ca.csv,17164927,md5:4187404fd791e10cd83ff8bb4e0f47f4,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ca.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NJ,daily,2015,NJ,emissions-daily-2015-nj.csv,9723233,md5:9eb143588d335c7615a35dac7c516e0b,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-nj.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MO,daily,2015,MO,emissions-daily-2015-mo.csv,8587087,md5:367e36acb062ea7f50d6cb69f8619d5a,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-mo.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in UT,daily,2015,UT,emissions-daily-2015-ut.csv,2118613,md5:596bebeeddeba12ebf77c96e7705d60b,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ut.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in IA,daily,2015,IA,emissions-daily-2015-ia.csv,4327562,md5:7b6cfde385d2b68777290584b9957afc,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ia.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in GA,daily,2015,GA,emissions-daily-2015-ga.csv,11597550,md5:2bfd25d3ddb70a8ad9b5a1d80d2cbfcc,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ga.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MA,daily,2015,MA,emissions-daily-2015-ma.csv,4999606,md5:66a4aff01f327354d842ff454d4746cd,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ma.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in IN,daily,2015,IN,emissions-daily-2015-in.csv,12260580,md5:8ff1f90babeca2aa3897868698ea51b1,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-in.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in IL,daily,2015,IL,emissions-daily-2015-il.csv,17140691,md5:da6150a51d11818035e49a4f9a1a58d0,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-il.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in PR,daily,2015,PR,emissions-daily-2015-pr.csv,74308,md5:d6c00e723d86322f36252b3a16966515,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-pr.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NM,daily,2015,NM,emissions-daily-2015-nm.csv,2335043,md5:45e8a49a2a11c46eddb15d731f7c0d20,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-nm.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MT,daily,2015,MT,emissions-daily-2015-mt.csv,1289020,md5:61d3470e5a8ef26e38bb156097e80712,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-mt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in TX,daily,2015,TX,emissions-daily-2015-tx.csv,29899306,md5:2aa5dc95d22a266a673ab26ce066dddd,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-tx.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in PA,daily,2015,PA,emissions-daily-2015-pa.csv,13664603,md5:3ea86b4d2036c7ff084ffa2bb523e546,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-pa.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MD,daily,2015,MD,emissions-daily-2015-md.csv,3716209,md5:5a7d7dc62241b326e1847f0dc43410b2,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-md.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in VA,daily,2015,VA,emissions-daily-2015-va.csv,10298480,md5:7adb73c98225d489a59fc182fb197b86,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-va.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in VT,daily,2015,VT,emissions-daily-2015-vt.csv,229801,md5:335d006477858f0a8b575be76ce016ef,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-vt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in RI,daily,2015,RI,emissions-daily-2015-ri.csv,912176,md5:5e2e955dce7eab611b3cd15d9117a95d,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ri.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in OH,daily,2015,OH,emissions-daily-2015-oh.csv,10413947,md5:402a25878085afed0fcfba9bc85f61a6,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-oh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in ND,daily,2015,ND,emissions-daily-2015-nd.csv,1874122,md5:6b37242c20b325d8bc0b63a68142a996,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-nd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MN,daily,2015,MN,emissions-daily-2015-mn.csv,5015603,md5:144459ff56cd2bb3b4215776772c2b8e,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-mn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in WY,daily,2015,WY,emissions-daily-2015-wy.csv,2636846,md5:64522194d7e5a71c9ce8cac0b9244f73,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-wy.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in TN,daily,2015,TN,emissions-daily-2015-tn.csv,6926143,md5:8b9d9ef6e10587624c96e7a1393e4627,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-tn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NV,daily,2015,NV,emissions-daily-2015-nv.csv,4042612,md5:14cb7ad98db47aa91c1f3ace6cff5256,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-nv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NC,daily,2015,NC,emissions-daily-2015-nc.csv,11786371,md5:11d6b1f2d56fbc0f6b7732e2a9801e87,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-nc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in CT,daily,2015,CT,emissions-daily-2015-ct.csv,3705774,md5:b28646a7cc2e24eb1179bc2658eb5956,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ct.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in KS,daily,2015,KS,emissions-daily-2015-ks.csv,3879897,md5:1c0c414529ff1e6b8b65e0eeb358c086,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ks.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in MS,daily,2015,MS,emissions-daily-2015-ms.csv,4883737,md5:e0ccd120df004c1c4705d3283080d0b2,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ms.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in KY,daily,2015,KY,emissions-daily-2015-ky.csv,8589779,md5:44fed7a7842b5a35353e98679d22cae3,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ky.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in LA,daily,2015,LA,emissions-daily-2015-la.csv,6213397,md5:8137fa840ccdde9954d089f5ebf0c30b,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-la.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in AR,daily,2015,AR,emissions-daily-2015-ar.csv,2917798,md5:b625943da4361079e383de3fd49465d7,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ar.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in DC,daily,2015,DC,emissions-daily-2015-dc.csv,171777,md5:f76b2972d573be7833093f6e869c3daf,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-dc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NH,daily,2015,NH,emissions-daily-2015-nh.csv,1042350,md5:df49132c7cfa3fed5bb0566a109021b3,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-nh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in FL,daily,2015,FL,emissions-daily-2015-fl.csv,20252963,md5:b3623202f2c3a0d1d6c0ad08f810282c,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-fl.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in DE,daily,2015,DE,emissions-daily-2015-de.csv,1599548,md5:563c7ee9da2aa719f42126823dd29085,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-de.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2015 by state,15047617,Daily emissions for 2015 in NE,daily,2015,NE,emissions-daily-2015-ne.csv,3190576,md5:334bf86f0f170196c8e281d29fa16001,https://zenodo.org/api/records/15047617/files/emissions-daily-2015-ne.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in NH,daily,2016,NH,emissions-daily-2016-nh.csv,1086925,md5:75ee62a5bc6962ee87c62c6ebcda8bdf,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-nh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in VA,daily,2016,VA,emissions-daily-2016-va.csv,10162545,md5:8b931ff7c6319bbbab907b61a8bf67d8,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-va.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in TN,daily,2016,TN,emissions-daily-2016-tn.csv,6900430,md5:8095d28d2c87b043417e6d0d85d39918,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-tn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in IL,daily,2016,IL,emissions-daily-2016-il.csv,17268333,md5:c47fe6fa6e487ce2331df902bbf829c0,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-il.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in WV,daily,2016,WV,emissions-daily-2016-wv.csv,4519760,md5:8a56c3d61b8c6e9c0e0115ed63e3ec1d,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-wv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in WI,daily,2016,WI,emissions-daily-2016-wi.csv,7697764,md5:585eb401ee6c08d08bdacc10cf1b48eb,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-wi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in UT,daily,2016,UT,emissions-daily-2016-ut.csv,2169897,md5:f13fb8482544cd16df29645fc7cf2a8f,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ut.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in WY,daily,2016,WY,emissions-daily-2016-wy.csv,2485179,md5:dc39cf2ff9f62f55850a2b4d8b02bffb,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-wy.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in WA,daily,2016,WA,emissions-daily-2016-wa.csv,1312674,md5:2434f4ff15e15e3e1c53597d8a6d4f56,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-wa.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in MS,daily,2016,MS,emissions-daily-2016-ms.csv,4867597,md5:dc153dcff676ab1d51b3de8936ab416b,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ms.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in AZ,daily,2016,AZ,emissions-daily-2016-az.csv,6412393,md5:33ee10af8a2405d577c90fc1351702b2,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-az.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in AL,daily,2016,AL,emissions-daily-2016-al.csv,8595464,md5:4ce2f6b2bdfcbc5f5a58ed1a9d1b56c6,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-al.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in NC,daily,2016,NC,emissions-daily-2016-nc.csv,11414107,md5:397193d46cd8474079be65e14316ab8f,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-nc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in VT,daily,2016,VT,emissions-daily-2016-vt.csv,231356,md5:d363dc18e236b717b845e41b0d85889e,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-vt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in OR,daily,2016,OR,emissions-daily-2016-or.csv,1049880,md5:88a125f647faa66ec7502433b0661efa,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-or.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in OH,daily,2016,OH,emissions-daily-2016-oh.csv,9862346,md5:ebd5a7e49196ab6d14c780aee1a82a77,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-oh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in MI,daily,2016,MI,emissions-daily-2016-mi.csv,10830635,md5:5993133dd26cebf9a8f751bf4406f488,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-mi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in KY,daily,2016,KY,emissions-daily-2016-ky.csv,8374876,md5:cd1c1ce5b14d210fd66629434c9209b8,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ky.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in CT,daily,2016,CT,emissions-daily-2016-ct.csv,3727864,md5:5c033fa5125a77cb4bcad7f2ec3c014f,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ct.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in CO,daily,2016,CO,emissions-daily-2016-co.csv,5056075,md5:50a48c3efaac971fb87e12a8911ef9a7,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-co.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in NM,daily,2016,NM,emissions-daily-2016-nm.csv,2315354,md5:f27a829449b4e74330a1b98c2996536e,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-nm.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in NE,daily,2016,NE,emissions-daily-2016-ne.csv,3220280,md5:4d5e1a89522ec87f07432bb01531c3b1,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ne.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in ME,daily,2016,ME,emissions-daily-2016-me.csv,872637,md5:ef942bb43ca0d1116f6bd642005219ba,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-me.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in TX,daily,2016,TX,emissions-daily-2016-tx.csv,29879470,md5:cc433f852052b2fa4464bcb3c62a2cc7,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-tx.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in SC,daily,2016,SC,emissions-daily-2016-sc.csv,5720630,md5:2de71b7d5dce70b95d5fe3fd99939f5a,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-sc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in NV,daily,2016,NV,emissions-daily-2016-nv.csv,4099113,md5:bae5eee5296b4dda8cf0034474d088d0,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-nv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in NJ,daily,2016,NJ,emissions-daily-2016-nj.csv,8393220,md5:1678be84d2600646c469245de1f70e01,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-nj.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in SD,daily,2016,SD,emissions-daily-2016-sd.csv,716160,md5:24cecae6c0ea64019f9187372a71398e,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-sd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in OK,daily,2016,OK,emissions-daily-2016-ok.csv,5786337,md5:fd520853adb31783f6e839f9c09379f6,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ok.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in RI,daily,2016,RI,emissions-daily-2016-ri.csv,899569,md5:3616cbad932749f15eecd9ce8a40651c,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ri.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in ND,daily,2016,ND,emissions-daily-2016-nd.csv,1989243,md5:856c2ddb54d43aa4e1f7cd89c1da7f30,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-nd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in MD,daily,2016,MD,emissions-daily-2016-md.csv,3874695,md5:6b3bfd873488b650a31b85aa055f4f15,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-md.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in MA,daily,2016,MA,emissions-daily-2016-ma.csv,4910983,md5:8ecb38329a85e2fbaec944c54eb0a16d,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ma.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in MT,daily,2016,MT,emissions-daily-2016-mt.csv,1217456,md5:787a3fa628bff420e124b443da2d4f62,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-mt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in LA,daily,2016,LA,emissions-daily-2016-la.csv,5923261,md5:7098f4084e37baad10f85fd138730ef6,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-la.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in IN,daily,2016,IN,emissions-daily-2016-in.csv,11522906,md5:42d07f65d4fd4e1e3a1bb2145032b755,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-in.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in GA,daily,2016,GA,emissions-daily-2016-ga.csv,10878957,md5:0d715a506ab3a39b74f71f09be7544c6,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-ga.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Daily emissions for 2016 by state,15047619,Daily emissions for 2016 in FL,daily,2016,FL,emissions-daily-2016-fl.csv,20192523,md5:d86548c3e37076e4e14233ed3080bf57,https://zenodo.org/api/records/15047619/files/emissions-daily-2016-fl.csv/content
